file	poz	ad	bolum	bolumAd
steakhouse-150-250.json	J6	YAĞ TUTUCU		
steakhouse-150-250.json	J7	BULAŞIK YIKAMA MAKİNESİ, GİYOTİN TİP		
steakhouse-150-250.json	J10	İSTİF RAFİ		
steakhouse-150-250.json	K2	BUZ MAKİNESİ		
steakhouse-150-250.json	K7	ÇAY OTOMATI		
steakhouse-150-250.json	Y1	YER IZGARASI		
steakhouse-150-250.json	Y2	YER IZGARASI		
steakhouse-80-150.json	A1	İSTİF RAFİ		
steakhouse-80-150.json	B1	PANEL TİP SOĞUK ODA		
steakhouse-80-150.json	B2	İSTİF RAFİ		
steakhouse-80-150.json	D2	DUVAR RAFİ		
steakhouse-80-150.json	D3	ÇÖP ARABASI		
steakhouse-80-150.json	D5	BIÇAK STERİL DOLABI		
steakhouse-80-150.json	D8	ET KÜTÜĞÜ		
steakhouse-80-150.json	D10	DUVAR RAFİ		
steakhouse-80-150.json	D11	DİZDEN KUMANDALI EL YIKAMA LAVABOSU		
steakhouse-80-150.json	F1	KONVEKSİYONLU FIRIN, GAZLI		
steakhouse-80-150.json	F3	4 AÇIK ALEVLİ OCAK, GAZLI, SETÜSTÜ		
steakhouse-80-150.json	F4	SOS BAINMARIE, ELK. SETÜSTÜ		
steakhouse-80-150.json	F5	LAVTAŞLI IZGARA, GAZLI, SETÜSTÜ		
steakhouse-80-150.json	F11	SİNEK ÖLDÜRÜCÜ		
steakhouse-80-150.json	G1	DRY-AGED DOLABI		
steakhouse-80-150.json	G2	ET TEŞHİR REYONU		
steakhouse-80-150.json	G5	KÖMÜRLÜ IZGARA, GAZLI SETÜSTÜ		
steakhouse-80-150.json	G7	FRİTÖZ, ÇİFT SEPETLİ, ELK., SETÜSTÜ		
steakhouse-80-150.json	H1	DEPO TİPİ BUZDOLABI, TEK KAPILI		
steakhouse-80-150.json	H3	DUVAR RAFİ		
steakhouse-80-150.json	H5	DUVAR RAFİ		
steakhouse-80-150.json	H6	MAKE-UP ÜNİTESİ, 3 KAPILI		
steakhouse-80-150.json	J2	ÇÖP ARABASI		
steakhouse-80-150.json	J4	BULAŞIK YIKAMA MAKİNESİ, SETALTI		
steakhouse-80-150.json	J5	İSTİF RAFİ		
steakhouse-80-150.json	K2	BUZ MAKİNESİ		
steakhouse-80-150.json	K8	ÇAY OTOMATI		
steakhouse-80-150.json	Y1	YER IZGARASI		
sushi-40-100.json	A1	İSTİF RAFI		
sushi-40-100.json	B1	PANEL TİP SOĞUK ODA	B	B- SOĞUK ODA
sushi-40-100.json	B2	İSTİF RAFI	B	B- SOĞUK ODA
tavukcu-80-150.json	A2	DUVAR RAFI		
tavukcu-80-150.json	A4	DUVAR RAFI		
tavukcu-80-150.json	B1	PANEL TİP SOĞUK ODA	B	B- SOĞUK ODA
tavukcu-80-150.json	B2	İSTİF RAFI	B	B- SOĞUK ODA
tavukcu-80-150.json	B3	İSTİF RAFI	B	B- SOĞUK ODA
tavukcu-80-150.json	Y1	YER IZGARASI	Y	Y- YER IZGARASI
turk-restoran-200-5000.json	1	PANEL TİP SOĞUK ODA	01-hazirlik-ve-depolar	01-HAZIRLIK VE DEPOLAR
turk-restoran-200-5000.json	1.1	SOĞUK ODA CİHAZI	01-hazirlik-ve-depolar	01-HAZIRLIK VE DEPOLAR
turk-restoran-200-5000.json	2	ETEJER,AL.AYAK,4 P.ETİLEN RAF-475X2048MM	01-hazirlik-ve-depolar	01-HAZIRLIK VE DEPOLAR
turk-restoran-200-5000.json	3	ETEJER,AL.AYAK,4 P.ETİLEN RAF-475X1872MM	01-hazirlik-ve-depolar	01-HAZIRLIK VE DEPOLAR
turk-restoran-200-5000.json	4	ETEJER,AL.AYAK,4 P.ETİLEN RAF-475X950MM	01-hazirlik-ve-depolar	01-HAZIRLIK VE DEPOLAR
turk-restoran-200-5000.json	5	ETEJER,AL.AYAK,4 P.ETİLEN RAF-475X1216MM	01-hazirlik-ve-depolar	01-HAZIRLIK VE DEPOLAR
turk-restoran-200-5000.json	1	TAŞ TABANLI FIRIN	02-pi̇de-bölümü	02-PİDE BÖLÜMÜ
turk-restoran-200-5000.json	3	MERMER ÜST TABLA	02-pi̇de-bölümü	02-PİDE BÖLÜMÜ
turk-restoran-200-5000.json	4	GARNİTÜRLÜK ALT RAFI	02-pi̇de-bölümü	02-PİDE BÖLÜMÜ
turk-restoran-200-5000.json	5	SETÜSTÜ SOĞUT.GARNİTÜR ÜNİTESİ-1780MM	02-pi̇de-bölümü	02-PİDE BÖLÜMÜ
turk-restoran-200-5000.json	6	HAMUR YOĞURMA MAKİNAESI	02-pi̇de-bölümü	02-PİDE BÖLÜMÜ
turk-restoran-200-5000.json	1.1	DİRSEK KONTROLLU BATARYA 3/4,TEK GÖVDE	03-hazirlik	03-HAZIRLIK
turk-restoran-200-5000.json	2	DUVAR RAFI	03-hazirlik	03-HAZIRLIK
turk-restoran-200-5000.json	3	DUVAR RAFI	03-hazirlik	03-HAZIRLIK
turk-restoran-200-5000.json	5	ETEJER,AL.AYAK,4 P.ETİLEN RAF-373X1872MM	03-hazirlik	03-HAZIRLIK
turk-restoran-200-5000.json	6	GN D.DONDURUCU,304,1 KAPI-670L-22°C-ECO	03-hazirlik	03-HAZIRLIK
turk-restoran-200-5000.json	7	DUVAR RAFI	03-hazirlik	03-HAZIRLIK
turk-restoran-200-5000.json	9	YER OCAĞI, GAZLI	03-hazirlik	03-HAZIRLIK
turk-restoran-200-5000.json	10	4 OCAKLI (10KW) GAZLI KUZİNE+FIRIN-800MM	03-hazirlik	03-HAZIRLIK
turk-restoran-200-5000.json	4	ŞERBETLİK, AYRANLIK, 2X20 LT	05-bar	05-BAR
turk-restoran-200-5000.json	5	KATI MEYVE SIKACAĞI,100 LT/S-SANTOS	05-bar	05-BAR
turk-restoran-200-5000.json	6	BLENDER,POLİKARBONAT KAPLI,1.4LT-H.BEACH	05-bar	05-BAR
turk-restoran-200-5000.json	7	OTOMATİK PORTAKAL SIKMA MAKİNESİ	05-bar	05-BAR
turk-restoran-200-5000.json	8	T.ALTI BULAŞIK M.540T/S,2 PRG.PD.DP.1PH	05-bar	05-BAR
turk-restoran-200-5000.json	13	2 CAM KAPILI BR BUZDOLABI	05-bar	05-BAR
turk-restoran-200-5000.json	14	DEKORATİF BANKO	05-bar	05-BAR
turk-restoran-200-5000.json	16	6 DEMLİKLİ ÇAY OCAĞI	05-bar	05-BAR
turk-restoran-200-5000.json	17.1	DİRSEK KONTROLLU BATARYA 3/4,TEK GÖVDE	05-bar	05-BAR
turk-restoran-200-5000.json	2	60 L S/S ÇÖP ARABASI-KAPAKLI	06-bulaşikhane	06-BULAŞIKHANE
turk-restoran-200-5000.json	3	DİRSEK KONTROLLU SPREY DUŞ 3/4	06-bulaşikhane	06-BULAŞIKHANE
turk-restoran-200-5000.json	8	GİYOTİN BULAŞIK MAKİNESİ,80 SEPET/S	06-bulaşikhane	06-BULAŞIKHANE
turk-restoran-200-5000.json	9	ETEJER,AL.AYAK,4 P.ETİLEN RAF-475X1037MM	06-bulaşikhane	06-BULAŞIKHANE
turk-restoran-200-5000.json	10	ETEJER,AL.AYAK,4 P.ETİLEN RAF-475X1960MM	06-bulaşikhane	06-BULAŞIKHANE
yerinde-uretim-20-60.json	K1	DEPO TİPİ BUZDOLABI, ÇİFT KAPILI	kuru-depo	KURU DEPO
yerinde-uretim-20-60.json	K2	İSTİF RAFI, 4 KATLI, DEMONTE	kuru-depo	KURU DEPO
yerinde-uretim-20-60.json	K3	İSTİF RAFI, 4 KATLI, DEMONTE	kuru-depo	KURU DEPO
yerinde-uretim-20-60.json	M1	KUVER UNİTESİ, KAYDIRMA STANDLI, MOBİLYASIZ	mutfak	MUTFAK
yerinde-uretim-20-60.json	M5	DUVAR DOLABI, SÜRGÜ KAPILI, 2 KATLI	mutfak	MUTFAK
yerinde-uretim-20-60.json	M6	4 AÇIK ALEVLİ OCAK, KUZİNELİ, GAZLI	mutfak	MUTFAK
yerinde-uretim-20-60.json	M9	ÇAY OCAĞI, GAZLI+ ELEKTRİKLİ	mutfak	MUTFAK
yerinde-uretim-20-60.json	M12	BULAŞIK YIKAMA MAKİNASI, SETALTI	mutfak	MUTFAK
yerinde-uretim-20-60.json	M13	DUVAR DOLABI, SÜRGÜ KAPILI, 2 KATLI	mutfak	MUTFAK
yerinde-uretim-20-60.json	Y1	YER IZGARASI	yer-izgarasi	YER IZGARASI
