file	poz	ad	bolum	bolumAd
kahve-duragi-pastane-100-200.json	B1	DEPO TİPİ BUZDOLABI, TEK KAPILI	M	MUTFAK
kahve-duragi-pastane-100-200.json	B2	DEPO TİPİ DERİN DONDURUCU, TEK KAPILI	M	MUTFAK
kahve-duragi-pastane-100-200.json	B3	İSTİF RAFI, 4 KATLI, DEMONTE	M	MUTFAK
kahve-duragi-pastane-100-200.json	B5	DUVAR RAFI	M	MUTFAK
kahve-duragi-pastane-100-200.json	B6	MAKE-UP DOLABI, 2 KAPILI	M	MUTFAK
kahve-duragi-pastane-100-200.json	B7	DUVAR RAFI	M	MUTFAK
kahve-duragi-pastane-100-200.json	B9	FIRIN	M	MUTFAK
kahve-duragi-pastane-100-200.json	B11	IZGARA	M	MUTFAK
kahve-duragi-pastane-100-200.json	B13	MAKARNA PİŞİRİCİ, ELK., SETÜSTÜ	M	MUTFAK
kahve-duragi-pastane-100-200.json	B14	4 AÇIK ALEVLİ OCAK, GAZLI, SETÜSTÜ	M	MUTFAK
kahve-duragi-pastane-100-200.json	B16	TOST MAKİNASI	M	MUTFAK
kahve-duragi-pastane-100-200.json	B21	BULAŞIK YIKAMA MAKİNASI, SETALTI	M	MUTFAK
kahve-duragi-pastane-100-200.json	B22	DUVAR RAFI	M	MUTFAK
kahve-duragi-pastane-100-200.json	B24	DUVAR RAFI	M	MUTFAK
kahve-duragi-pastane-100-200.json	B25	ÇÖP ARABASI	M	MUTFAK
kahve-duragi-pastane-100-200.json	Y1	YER IZGARASI	Y	YER IZGARASI
kahve-duragi-pastane-100-200.json	Y2	YER IZGARASI	Y	YER IZGARASI
kahve-tatli-40-100.json	A2	SICAK POĞAÇA BÖREK DOLABI	G	GİRİŞ KAT SATIŞ ALANI
kahve-tatli-40-100.json	A3	SANDVİÇ DOLABI	G	GİRİŞ KAT SATIŞ ALANI
kahve-tatli-40-100.json	A4	SÜTLÜ TATLI DOLABI, DİK TİP	G	GİRİŞ KAT SATIŞ ALANI
kahve-tatli-40-100.json	A7	ŞİŞE DOLABI, 2 KAPILI	G	GİRİŞ KAT SATIŞ ALANI
kahve-tatli-40-100.json	A9	PORTAKAL SIKMA MAKİNASI	G	GİRİŞ KAT SATIŞ ALANI
kahve-tatli-40-100.json	A13	ÇAY OCAĞI, 2 DEMLİKLİ	G	GİRİŞ KAT SATIŞ ALANI
kahve-tatli-40-100.json	A15	TOST MAKİNASI	G	GİRİŞ KAT SATIŞ ALANI
kahve-tatli-40-100.json	A16	FRİTÖZ, ELK.	G	GİRİŞ KAT SATIŞ ALANI
kahve-tatli-40-100.json	A17	2 AÇIK ALEVLİ OCAK, GAZLI, SETÜSTÜ	G	GİRİŞ KAT SATIŞ ALANI
kahve-tatli-40-100.json	A18	IZGARA, GAZLI, SETÜSTÜ	G	GİRİŞ KAT SATIŞ ALANI
kahve-tatli-40-100.json	A21	DİZDEN KUMANDALI EL YIKAMA LAVABOSU	G	GİRİŞ KAT SATIŞ ALANI
kahve-tatli-40-100.json	B1	HAMUR DOLABI, DERİNDONDURUCU, DİK TİP, TEK KAPILI	A	ALT KAT MUTFAK
kahve-tatli-40-100.json	B4	FIRIN	A	ALT KAT MUTFAK
kahve-tatli-40-100.json	B6	BLOK KAPAKLI DERİNDONDURUCU	A	ALT KAT MUTFAK
kahve-tatli-40-100.json	B8	DUVAR RAFI	A	ALT KAT MUTFAK
kahve-tatli-40-100.json	B10	DUVAR RAFI	A	ALT KAT MUTFAK
kahve-tatli-40-100.json	B11	ÇÖP ARABASI	A	ALT KAT MUTFAK
kahve-tatli-40-100.json	B13	DUVAR RAFI	A	ALT KAT MUTFAK
kasap-100-250.json	A2	ET TEŞHİR REYONU	Z	ZEMİN KAT SATIŞ ALANI
kasap-100-250.json	A3	MEZE TEŞHİR REYONU	Z	ZEMİN KAT SATIŞ ALANI
kasap-100-250.json	A4	ŞARKÜTERİ TEŞHİR REYONU	Z	ZEMİN KAT SATIŞ ALANI
kasap-100-250.json	A12	VAKUM MAKİNASI	Z	ZEMİN KAT SATIŞ ALANI
kasap-100-250.json	A15	PASLANMAZ TABLA	Z	ZEMİN KAT SATIŞ ALANI
kasap-100-250.json	A17	PASLANMAZ TABLA	Z	ZEMİN KAT SATIŞ ALANI
kasap-100-250.json	A18	SÜTLÜK, CEPHE CAMLI, SÜRGÜ CAM KAPILI	Z	ZEMİN KAT SATIŞ ALANI
kasap-100-250.json	M7	HAMUR (KÖFTE) YOĞURMA MAKİNASI	A	ALT KAT HAZIRLIK MUTFAĞI
kasap-100-250.json	M8	TARTI, ET ASKILI	A	ALT KAT HAZIRLIK MUTFAĞI
kasap-100-250.json	M11	ÇÖP ARABASI	A	ALT KAT HAZIRLIK MUTFAĞI
kasap-100-250.json	M12	BIÇAK STERİL DOLABI	A	ALT KAT HAZIRLIK MUTFAĞI
kasap-100-250.json	C1	PANEL TİP SOĞUK ODA	Ş	ŞARKÜTERİ SOĞUK ODA
kasap-100-250.json	C2	İSTİF RAFI	Ş	ŞARKÜTERİ SOĞUK ODA
kasap-100-250.json	D1	PANEL TİP SOĞUK ODA	E	ET SOĞUK ODA
kasap-100-250.json	D2	İSTİF RAFI	E	ET SOĞUK ODA
kasap-100-250.json	Y1	YER IZGARASI	Y	YER IZGARASI
kasap-sarkuteri-100-250.json	A2	ET TEŞHİR REYONU	Z	ZEMİN KAT SATIŞ ALANI
kasap-sarkuteri-100-250.json	A3	MEZE TEŞHİR REYONU	Z	ZEMİN KAT SATIŞ ALANI
kasap-sarkuteri-100-250.json	A4	ŞARKÜTERİ TEŞHİR REYONU	Z	ZEMİN KAT SATIŞ ALANI
kasap-sarkuteri-100-250.json	A6A	ÇÖP ARABASI	Z	ZEMİN KAT SATIŞ ALANI
kasap-sarkuteri-100-250.json	A8	KONVEKSİYONLU FIRIN, ELK.	Z	ZEMİN KAT SATIŞ ALANI
kasap-sarkuteri-100-250.json	A9	ÇAY OTOMATI	Z	ZEMİN KAT SATIŞ ALANI
kasap-sarkuteri-100-250.json	A12	VAKUM MAKİNASI	Z	ZEMİN KAT SATIŞ ALANI
kasap-sarkuteri-100-250.json	A15	PASLANMAZ TABLA	Z	ZEMİN KAT SATIŞ ALANI
kasap-sarkuteri-100-250.json	A17	PASLANMAZ TABLA	Z	ZEMİN KAT SATIŞ ALANI
kasap-sarkuteri-100-250.json	A18	SÜTLÜK, CEPHE CAMLI, SÜRGÜ CAM KAPILI	Z	ZEMİN KAT SATIŞ ALANI
kasap-sarkuteri-100-250.json	M2	4 GÖZLÜ OCAK, TABAN RAFLI	A	ALT KAT HAZIRLIK MUTFAĞI
kasap-sarkuteri-100-250.json	M7	HAMUR (KÖFTE) YOĞURMA MAKİNASI	A	ALT KAT HAZIRLIK MUTFAĞI
kasap-sarkuteri-100-250.json	M8	TARTI, ET ASKILI	A	ALT KAT HAZIRLIK MUTFAĞI
kasap-sarkuteri-100-250.json	M11	ÇÖP ARABASI	A	ALT KAT HAZIRLIK MUTFAĞI
kasap-sarkuteri-100-250.json	M12	BIÇAK STERİL DOLABI	A	ALT KAT HAZIRLIK MUTFAĞI
kasap-sarkuteri-100-250.json	C1	PANEL TİP SOĞUK ODA	Ş	ŞARKÜTERİ SOĞUK ODA
kasap-sarkuteri-100-250.json	C2	İSTİF RAFI	Ş	ŞARKÜTERİ SOĞUK ODA
kasap-sarkuteri-100-250.json	D1	PANEL TİP SOĞUK ODA	E	ET SOĞUK ODA
kasap-sarkuteri-100-250.json	D2	İSTİF RAFI	E	ET SOĞUK ODA
kasap-sarkuteri-100-250.json	Y1	YER IZGARASI	Y	YER IZGARASI
kiremit-akasya-100-250.json	A4	BAINMARIE 5 GN 1/1	A	A- MUTFAK
kiremit-akasya-100-250.json	A5	ÇORBALIK ÜNİTESİ, 2 AD. ÇORBALIK KARTUŞLU	A	A- MUTFAK
kiremit-akasya-100-250.json	A7	ZEYTİNYAĞLI TEŞHİR DOLABI	A	A- MUTFAK
kiremit-akasya-100-250.json	A8	SALATA TEŞHİR DOLABI	A	A- MUTFAK
kiremit-akasya-100-250.json	A9	KÜVER ÜNİTESİ	A	A- MUTFAK
kiremit-akasya-100-250.json	A11	KONVEKSİYONLU FIRIN, ELK.	A	A- MUTFAK
kiremit-akasya-100-250.json	A14	ÇAY OTOMATI	A	A- MUTFAK
kiremit-akasya-100-250.json	A16	FRİTÖZ, ELK. SETÜSTÜ	A	A- MUTFAK
kiremit-akasya-100-250.json	A16A	CİĞER FRİTÖZü, ELK. SETÜSTÜ	A	A- MUTFAK
kiremit-akasya-100-250.json	A17	CİĞER OCAĞI	A	A- MUTFAK
kiremit-akasya-100-250.json	A19	IZGARA, GAZLI, SETÜSTÜ	A	A- MUTFAK
kiremit-akasya-100-250.json	A22	3 AÇIK ALEVLİ OCAK, GAZLI, SETÜSTÜ	A	A- MUTFAK
kiremit-akasya-100-250.json	B2	ÖN YIKAMA DUŞU	B	B- BULAŞIK YIKAMA
kiremit-akasya-100-250.json	B3	BULAŞIK YIKAMA MAKİNASI, GİYOTİN TİP	B	B- BULAŞIK YIKAMA
kiremit-akasya-100-250.json	Z1	NAKLİYE MONTAJ	B	B- BULAŞIK YIKAMA
mus-selinoz-turk-100-250.json	A1	İSTİF RAFI, 4 KATLI, DEMONTE	KURU DEPO	KURU DEPO
mus-selinoz-turk-100-250.json	B3	SEBZE DOĞRAMA MAKİNASI, 8'li BIÇAK SETİ DAHİLDİR.	SOĞAN HAZIRLIK	SOĞAN HAZIRLIK
mus-selinoz-turk-100-250.json	C1	DEPO TİPİ BUZDOLABI, TEK KAPILI	SEBZE HAZIRLIK	SEBZE HAZIRLIK
mus-selinoz-turk-100-250.json	C3	ÇÖP ARABASI	SEBZE HAZIRLIK	SEBZE HAZIRLIK
mus-selinoz-turk-100-250.json	C6	POLİETİLEN TABLALI ÇALIŞMA TEZ., TABAN RAFLI, TEK ÇEKMECELİ	SEBZE HAZIRLIK	SEBZE HAZIRLIK
mus-selinoz-turk-100-250.json	C8	DUVAR RAFI	SEBZE HAZIRLIK	SEBZE HAZIRLIK
mus-selinoz-turk-100-250.json	D1	DEPO TİPİ BUZDOLABI, TEK KAPILI	ET HAZIRLIK	ET HAZIRLIK
mus-selinoz-turk-100-250.json	D3	DUVAR RAFI	ET HAZIRLIK	ET HAZIRLIK
mus-selinoz-turk-100-250.json	D4	ÇÖP ARABASI	ET HAZIRLIK	ET HAZIRLIK
mus-selinoz-turk-100-250.json	D5	ET KÜTÜĞÜ	ET HAZIRLIK	ET HAZIRLIK
mus-selinoz-turk-100-250.json	D6	POLİETİLEN TABLALI ÇALIŞMA TEZ., TABAN RAFLI, TEK ÇEKMECELİ	ET HAZIRLIK	ET HAZIRLIK
mus-selinoz-turk-100-250.json	D7	KÖFTE YOĞURMA MAKİNASI	ET HAZIRLIK	ET HAZIRLIK
mus-selinoz-turk-100-250.json	E3	DUVAR DOLABI	HAMUR HAZIRLIK	HAMUR HAZIRLIK
mus-selinoz-turk-100-250.json	E4	HAMUR YOĞURMA MAKİNASI	HAMUR HAZIRLIK	HAMUR HAZIRLIK
mus-selinoz-turk-100-250.json	E5	UN ŞEKER ARABASI, POLYCARBON	HAMUR HAZIRLIK	HAMUR HAZIRLIK
mus-selinoz-turk-100-250.json	G2	SAC TAVA OCAĞI 4'LÜ	SAC TAVA	SAC TAVA
mus-selinoz-turk-100-250.json	G3	SAC TAVA OCAĞI 3'LÜ	SAC TAVA	SAC TAVA
mus-selinoz-turk-100-250.json	G6	4 AÇIK ALEVLİ OCAK, GAZLI, SETÜSTÜ	SAC TAVA	SAC TAVA
mus-selinoz-turk-100-250.json	J2	BASKET RAFI	BULAŞIKHANE	BULAŞIKHANE
mus-selinoz-turk-100-250.json	J3	ÇÖP ARABASI	BULAŞIKHANE	BULAŞIKHANE
mus-selinoz-turk-100-250.json	J5	ÖN YIKAMA DUŞU	BULAŞIKHANE	BULAŞIKHANE
mus-selinoz-turk-100-250.json	J6	BULAŞIK YIKAMA MAKİNASI, GİYOTİN TİP	BULAŞIKHANE	BULAŞIKHANE
mus-selinoz-turk-100-250.json	J9	İSTİF RAFI, DEMONTE, 4 KATLI	BULAŞIKHANE	BULAŞIKHANE
mus-selinoz-turk-100-250.json	Y1	YER IZGARASI	YER IZGARASI	YER IZGARASI
mus-selinoz-turk-100-250.json	Y2	YER IZGARASI	YER IZGARASI	YER IZGARASI
mus-selinoz-turk-100-250.json	Y3	YER IZGARASI	YER IZGARASI	YER IZGARASI
pastane-100-200.json	A1	KURABİYE DOLABI		
pastane-100-200.json	A4	ÇİKOLATA DOLABI		
pastane-100-200.json	A6	ŞERBETLİK		
pastane-100-200.json	A7	KATI MEYVE PRESİ		
pastane-100-200.json	A8	PORTAKAL SIKMA MAKİNASI		
pastane-100-200.json	A16	YER IZGARASI		
pastane-100-200.json	A17	SİNEK ÖLDÜRÜCÜ		
pastane-100-200.json	A1	PLASTİK PALET		
pastane-100-200.json	A2	UN ELEME MAKİNASI		
pastane-100-200.json	A3	YUVARLAMA MAKİNASI		
pastane-100-200.json	B1	PANEL TİP SOĞUK ODA		
pastane-100-200.json	B2	İSTİF RAFI		
pastane-100-200.json	B3	İSTİF RAFI		
pastane-100-200.json	C1	DİZDEN KUMANDALI EL YIKAMA LAVABOSU		
pastane-100-200.json	C3	DUVAR DOLABI		
pastane-100-200.json	C5	UN ŞEKER ARABASI		
pastane-100-200.json	C6	FIRIN ARABASI		
pastane-100-200.json	C7	PLANET MİKSER, DOMINO		
pastane-100-200.json	C8	HAMUR YOĞURMA MAKİNASI		
pastane-100-200.json	C10	DUVAR RAFI		
pastane-100-200.json	D2	KONVEKSİYONLU FIRIN, ELK., SCC 202E		
pastane-100-200.json	D5	2'Lİ OCAK, TABAN RAFLI		
pastane-100-200.json	E2	ÖN YIKAMA DUŞU		
pastane-100-200.json	E3	İSTİF RAFI		
pastane-100-200.json	Y2	YER IZGARASI		
pideci-100-250.json	A1	İSTİF RAFI		
pideci-100-250.json	A2	BLOK KAPAKLI DERİNDONDURUCU		
pideci-100-250.json	B1	PANEL TİP SOĞUK ODA		
pideci-100-250.json	B2	İSTİF RAFI		
pideci-100-250.json	C2	DUVAR RAFI		
pideci-100-250.json	C4	DUVAR RAFI		
pideci-100-250.json	C5	HAMUR YOĞURMA MAKİNASI		
pideci-100-250.json	C6	BIÇAK STERİL DOLABI		
pideci-100-250.json	C8	DUVAR RAFI		
pideci-100-250.json	C10	DUVAR RAFI		
pideci-100-250.json	D1	4 AÇIK ALEVLİ OCAK, GAZLI, SETÜSTÜ		
pideci-100-250.json	D2	SOS BAINMARIE, ELK., SETÜSTÜ		
pideci-100-250.json	D4	LAVTAŞLI IZGARA, GAZLI, SETÜSTÜ		
pideci-100-250.json	D5	FRİTÖZ, ELK., SETÜSTÜ		
pideci-100-250.json	D7	DÖNER OCAĞI, GAZLI		
pideci-100-250.json	E4	MAKE-UP ÜNİTESİ, 3 KAPILI		
pideci-100-250.json	E5	SİNEK ÖLDÜRÜCÜ		
pideci-100-250.json	F1	KASA BANKOSU		
pideci-100-250.json	F6	BUZ MAKİNASI		
pideci-100-250.json	F8	PORTAKAL SIKMA MAKİNASI		
pideci-100-250.json	F9	KATI MEYVE PRESİ		
pideci-100-250.json	F11	ÇAY OTOMATI		
pideci-100-250.json	F12	KUBBELİ PİZZA FIRINI, GAZLI		
pideci-100-250.json	G2	ÇÖP ARABASI		
pideci-100-250.json	G3	BASKET RAFI		
pideci-100-250.json	G4	YAĞ TUTUCU		
pideci-100-250.json	G6	BULAŞIK YIKAMA MAKİNASI, SETALTI, NEO DW53E		
pideci-100-250.json	Y1	YER IZGARASI		
pideci-100-250.json	Y2	YER IZGARASI		
pizzaci-200-500.json	M1	DEPO TİPİ BUZDOLABI, TEK KAPILI, 2. EL	m	m- mutfak
pizzaci-200-500.json	M2	DEPO TİPİ DERİN DONDURUCU, TEK KAPILI, 2. EL	m	m- mutfak
pizzaci-200-500.json	M4	CİHAZALTI BUZDOLABI, ÇİFT SIRA ÇEKMECELİ	m	m- mutfak
pizzaci-200-500.json	M5	4 AÇIK ALEVLİ OCAK, GAZLI, SETÜSTÜ, 2. EL	m	m- mutfak
pizzaci-200-500.json	M7	MAKARNA PİŞİRİCİ, ELK., SETÜSÜ, 2. EL	m	m- mutfak
pizzaci-200-500.json	M8	PLATE IZGARA, GAZLI, SETÜSTÜ, 2. EL	m	m- mutfak
pizzaci-200-500.json	M9	FRİTÖZ, ÇİFT HAZNELİ, ELK., SETÜSTÜİ 2. EL	m	m- mutfak
pizzaci-200-500.json	M10	PATATES DİNLENDİRME ÜNİTESİ, ELK., 2. EL	m	m- mutfak
pizzaci-200-500.json	M11	TAVA RAFI	m	m- mutfak
pizzaci-200-500.json	M19	BULAŞIK YIKAMA MAKİNASI, SETALTI, 2. EL	m	m- mutfak
pizzaci-200-500.json	M20	ÇAY OCAĞI, 2 DEMLİKLİ, DEMLİKLER HARİÇTİR	m	m- mutfak
pizzaci-200-500.json	M25	PORTAKAL SIKMA MAKİNASI	m	m- mutfak
pizzaci-200-500.json	M30A	BUZ MAKİNASI, 2. EL	m	m- mutfak
pizzaci-200-500.json	M31	PİZZA FIRINI, TEK KATLI, ELK.	m	m- mutfak
pizzaci-200-500.json	M33	KUBBELİ PİZZA FIRINI, DÖNER TABANLI, GAZLI, DİJİTAL	m	m- mutfak
pizzaci-200-500.json	M34	DİZDEN KUMANDALI EL YIKAMA LAVABOSU	m	m- mutfak
pizzaci-200-500.json	M35	DEPO TİPİ PİZZA BUZDOLABI, TEK KAPILI	m	m- mutfak
pizzaci-200-500.json	M36	MAKE-UP BUZDOLABI, 3 KAPILI	m	m- mutfak
pizzaci-200-500.json	M36A	POZ M36'YA MERMER İLAVESİ	m	m- mutfak
pizzaci-200-500.json	M37A	POZ M37'YA MERMER İLAVESİ	m	m- mutfak
pizzaci-200-500.json	M38	MAKE-UP BUZDOLABI, İKİ KAPILI	m	m- mutfak
pizzaci-200-500.json	M38A	POZ M36'YA MERMER İLAVESİ	m	m- mutfak
pizzaci-200-500.json	M40	PİZZA TEŞHİR ÜNİTESİ, DEKORASYON HARİÇ	m	m- mutfak
pizzaci-200-500.json	M42	KASA BANKOSU	m	m- mutfak
pizzaci-200-500.json	Y1	YER IZGARASI	y	y- yer ızgarası
pizzaci-200-500.json	Y2	YER IZGARASI	y	y- yer ızgarası
pizzaci-80-200.json	M1	DEPO TİPİ BUZDOLABI, TEK KAPILI, 2. EL	m	m- mutfak
pizzaci-80-200.json	M2	DEPO TİPİ DERİN DONDURUCU, TEK KAPILI, 2. EL	m	m- mutfak
pizzaci-80-200.json	M9	FRİTÖZ, ÇİFT HAZNELİ, ELK., SETÜSTÜİ 2. EL	m	m- mutfak
pizzaci-80-200.json	M10	PATATES DİNLENDİRME ÜNİTESİ, ELK., 2. EL	m	m- mutfak
pizzaci-80-200.json	M19	BULAŞIK YIKAMA MAKİNASI, SETALTI, 2. EL	m	m- mutfak
pizzaci-80-200.json	M31	PİZZA FIRINI, TEK KATLI, ELK.	m	m- mutfak
pizzaci-80-200.json	M33	KUBBELİ PİZZA FIRINI, DÖNER TABANLI, GAZLI, DİJİTAL	m	m- mutfak
pizzaci-80-200.json	M34	DİZDEN KUMANDALI EL YIKAMA LAVABOSU	m	m- mutfak
pizzaci-80-200.json	M35	DEPO TİPİ PİZZA BUZDOLABI, TEK KAPILI	m	m- mutfak
pizzaci-80-200.json	M36	MAKE-UP BUZDOLABI, 3 KAPILI	m	m- mutfak
pizzaci-80-200.json	M38	MAKE-UP BUZDOLABI, İKİ KAPILI	m	m- mutfak
pizzaci-80-200.json	M40	PİZZA TEŞHİR ÜNİTESİ, DEKORASYON HARİÇ	m	m- mutfak
pizzaci-80-200.json	M42	KASA BANKOSU	m	m- mutfak
pizzaci-80-200.json	Y1	YER IZGARASI	y	y- yer ızgarası
pizzaci-80-200.json	Y2	YER IZGARASI	y	y- yer ızgarası
resort-otel-200-500.json	01	Kuzine, 4 açık ocaklı, alt tablalı (fırınsız), d.gazlı	üst-kat-restaourant	ÜST KAT RESTAOURANT
resort-otel-200-500.json	01	Sosbenmari, Perfect 700seri, 1M, elektrikli, setüstü	üst-kat-restaourant	ÜST KAT RESTAOURANT
resort-otel-200-500.json	01	Izgara, Perfect 700seri, 1M, elektrikli, setüstü Düz kızartma yüzeyli	üst-kat-restaourant	ÜST KAT RESTAOURANT
resort-otel-200-500.json	01	Fritöz, Perfect 700seri, 1M, elektrikli, setüstü 2 havuz 4 sepet, 24 lt yağ-30 kg/h patates kpst.	üst-kat-restaourant	ÜST KAT RESTAOURANT
resort-otel-200-500.json	01	Bulaşık toplama arabası, Derin havuzlu	üst-kat-restaourant	ÜST KAT RESTAOURANT
resort-otel-200-500.json	01	Çöp kazanı, 50 lt, kapaklı, 4 tekerlekli	üst-kat-restaourant	ÜST KAT RESTAOURANT
resort-otel-200-500.json	01	Makine giriş eviyesi, 50*40*25 küvetli, sağ, sırt parçası dahil	üst-kat-restaourant	ÜST KAT RESTAOURANT
resort-otel-200-500.json	01	Demonte istif rafı, 4 düz tablalı	üst-kat-restaourant	ÜST KAT RESTAOURANT
resort-otel-200-500.json	01	Demonte istif rafı, 4 düz tablalı	üst-kat-restaourant	ÜST KAT RESTAOURANT
resort-otel-200-500.json	01	Tekerlek, 4 adet (2 frenli+2 frensiz), tablalı Ø 125*32 mm	üst-kat-restaourant	ÜST KAT RESTAOURANT
resort-otel-200-500.json	01	Konveksiyonlu fırın, GN 1/1*40, çift devirli, elektrikli	üst-kat-restaourant	ÜST KAT RESTAOURANT
resort-otel-200-500.json	01	Depo tipi buzdolabı, Çift kapılı, -2/+8`C, poliüretan gövdeli	üst-kat-restaourant	ÜST KAT RESTAOURANT
resort-otel-200-500.json	01	Depo tipi buzdolabı, Tek kapılı,-2/+8`C, poliüretan gövdeli	üst-kat-restaourant	ÜST KAT RESTAOURANT
resort-otel-200-500.json	01	Çöp kazanı, 50 lt, kapaklı, 4 tekerlekli	personel	PERSONEL
resort-otel-200-500.json	01	Makine giriş eviyesi, 50*40*25 küvetli, sağ, sırt parçası dahil	personel	PERSONEL
resort-otel-200-500.json	01	Demonte istif rafı, 4 düz tablalı	personel	PERSONEL
resort-otel-200-500.json	01	Yer ocağı, Çift yanışlı, d.gazlı	personel	PERSONEL
resort-otel-200-500.json	01	Tekerlek, 4 adet (2 frenli+2 frensiz), tablalı Ø 125*32 mm	personel	PERSONEL
resort-otel-200-500.json	01	Tepsi standı, Cr-Ni boru	personel	PERSONEL
resort-otel-200-500.json	01	Tepsi standı, Cr-Ni boru	personel	PERSONEL
resort-otel-200-500.json	01	Kuver rafı, GN 1/4*150 mm 3 ad. kuver kabı	personel	PERSONEL
resort-otel-200-500.json	01	Tepsi standı, Cr-Ni boru	personel	PERSONEL
resort-otel-200-500.json	01	Konveksiyonlu fırın, GN 1/1(veya 40x60)*10, çift devirli, elektrikli	personel	PERSONEL
resort-otel-200-500.json	01	Setüstü konveksiyonlu fırın standı, 6-10 tepsili fırınlar için, 5 sıra raflı	personel	PERSONEL
resort-otel-200-500.json	01	Yer ızgarası, Sığ tip, tavalı, alttan çıkışlı, orta eğimli	personel	PERSONEL
resort-otel-200-500.json	01	Yağ ayırıcı, 1 lt/sn, gömme tip, katı atık tutuculu, manuel 40 lt yağ toplama hacmi	personel	PERSONEL
resort-otel-200-500.json	01	Yağ ayırıcı, 2 lt/sn, gömme tip, katı atık tutuculu, manuel 80 lt yağ toplama hacmi	personel	PERSONEL
restoran-500-1000.json	A1	İSTİF RAFI		
restoran-500-1000.json	A2	İSTİF RAFI		
restoran-500-1000.json	A3	DİZDEN KUMANDALI EL YIKAMA LAVABOSU		
restoran-500-1000.json	A4	SİNEK ÖLDÜRÜCÜ		
restoran-500-1000.json	B1	PANEL TİP SOĞUK ODA		
restoran-500-1000.json	B2	İSTİF RAFI		
restoran-500-1000.json	B3	İSTİF RAFI		
restoran-500-1000.json	C1	PANEL TİP SOĞUK ODA		
restoran-500-1000.json	C2	İSTİF RAFI		
restoran-500-1000.json	D1	PANEL TİP DERİN DONDURUCU DEPO		
restoran-500-1000.json	D2	İSTİF RAFI		
restoran-500-1000.json	D3	İSTİF RAFI		
restoran-500-1000.json	E1	PANEL TİP SOĞUK ODA		
restoran-500-1000.json	E2	TEPSİ TAŞIMA ARABASI		
restoran-500-1000.json	E3	İSTİF RAFI		
restoran-500-1000.json	F2	DUVAR RAFI		
restoran-500-1000.json	F3	DEPO TİPİ BUZDOLABI, TEK KAPILI		
restoran-500-1000.json	F5	BIÇAK STERİL DOLABI		
restoran-500-1000.json	F7	ET KÜTÜĞÜ		
restoran-500-1000.json	F8	ÇÖP ARABASI		
restoran-500-1000.json	G3	ÇÖP ARABASI		
restoran-500-1000.json	G4	BIÇAK STERİL DOLABI		
restoran-500-1000.json	G6	DUVAR RAFI		
restoran-500-1000.json	G7	PATATES SOYMA MAKİNASI		
restoran-500-1000.json	H2	DUVAR RAFI		
restoran-500-1000.json	H3	PLANET MİKSER		
restoran-500-1000.json	H4	HAMUR YOĞURMA MAKİNASI		
restoran-500-1000.json	H6	DUVAR RAFI		
restoran-500-1000.json	H7	TARTI		
restoran-500-1000.json	H8	MİKSER, SETÜSTÜ		
restoran-500-1000.json	H9	BIÇAK STERİL DOLABI		
restoran-500-1000.json	H11	UN ŞEKER ARABASI		
restoran-500-1000.json	H12	DUVAR DOLABI		
restoran-500-1000.json	J2	ÖN YIKAMA DUŞU		
restoran-500-1000.json	J3	YAĞ TUTUCU		
restoran-500-1000.json	J4	İSTİF RAFI		
restoran-500-1000.json	K1	DEPO TİPİ BUZDOLABI, TEK KAPILI		
restoran-500-1000.json	K3	DUVAR RAFI		
restoran-500-1000.json	K5	SEBZE DOĞRAMA MAKİNASI		
restoran-500-1000.json	K6	BIÇAK STERİL DOLABI		
restoran-500-1000.json	K7	MAKE-UP ÜNİTESİ, 3 KAPILI		
restoran-500-1000.json	L1	DEPO TİPİ BUZDOLABI, TEK KAPILI		
restoran-500-1000.json	L3	DUVAR RAFI		
restoran-500-1000.json	L5	DUVAR RAFI		
restoran-500-1000.json	L7	DUVAR RAFI		
restoran-500-1000.json	L9	DUVAR RAFI		
restoran-500-1000.json	L14	FRİTÖZ, ÇİFT SEPETLİ, ELK., SETÜSTÜ		
restoran-500-1000.json	L16	4 AÇIK ALEVLİ OCAK, GAZLI, SETÜSTÜ		
restoran-500-1000.json	L17	2 AÇIK ALEVLİ OCAK, GAZLI, SETÜSTÜ		
restoran-500-1000.json	L18	SETALTI BUZDOLABI, 3 KAPILI		
restoran-500-1000.json	L20	TOST MAKİNASI		
restoran-500-1000.json	L22	FIRIN ARABASI		
restoran-500-1000.json	L23	YEMEKÇİLİK FIRINI, 20 GN 2/1, RATIONAL		
restoran-500-1000.json	L24	KAYNATMA KAZANI, ELK., MARENO NPD98E10		
restoran-500-1000.json	L26	DEVRİLİR TAVA, ELK.		
restoran-500-1000.json	L30	KÖMÜR ARABASI		
restoran-500-1000.json	L31	KÖMÜRLÜ IZGARA		
restoran-500-1000.json	M2	BASKET RAFI		
restoran-500-1000.json	M3	ÇÖP ARABASI		
restoran-500-1000.json	M5	BASKET RAFI		
restoran-500-1000.json	M6	YAĞ TUTUCU		
restoran-500-1000.json	M9	ÖN YIKAMA DUŞU		
restoran-500-1000.json	M10	BULAŞIK YIKAMA MAKİNASI, GİYOTİN TİP		
restoran-500-1000.json	M13	İSTİF RAFI		
restoran-500-1000.json	M14	KONVEYÖRLÜ BULAŞIK YIKAMA MAKİNASI		
restoran-500-1000.json	Y1	YER IZGARASI		
restoran-500-1000.json	Y2	YER IZGARASI		
restoran-500-1000.json	Y3	YER IZGARASI		
